,episode,reward,epochs,epsilon,success
0,0,-500.0,500,0.995,False
1,1,-500.0,500,0.990025,False
2,2,-500.0,500,0.985074875,False
3,3,-500.0,500,0.9801495006250001,False
4,4,-500.0,500,0.9752487531218751,False
5,5,-500.0,500,0.9703725093562657,False
6,6,-500.0,500,0.9655206468094844,False
7,7,-500.0,500,0.960693043575437,False
8,8,-500.0,500,0.9558895783575597,False
9,9,-500.0,500,0.9511101304657719,False
10,10,-500.0,500,0.946354579813443,False
11,11,-500.0,500,0.9416228069143757,False
12,12,-500.0,500,0.9369146928798039,False
13,13,-500.0,500,0.9322301194154049,False
14,14,-500.0,500,0.9275689688183278,False
15,15,-500.0,500,0.9229311239742362,False
16,16,-500.0,500,0.918316468354365,False
17,17,-500.0,500,0.9137248860125932,False
18,18,-500.0,500,0.9091562615825302,False
19,19,-500.0,500,0.9046104802746175,False
20,20,-500.0,500,0.9000874278732445,False
21,21,-500.0,500,0.8955869907338783,False
22,22,-500.0,500,0.8911090557802088,False
23,23,-500.0,500,0.8866535105013078,False
24,24,524.0,477,0.8822202429488013,True
25,25,-500.0,500,0.8778091417340573,False
26,26,-500.0,500,0.8734200960253871,False
27,27,-500.0,500,0.8690529955452602,False
28,28,-500.0,500,0.8647077305675338,False
29,29,-500.0,500,0.8603841919146962,False
30,30,-500.0,500,0.8560822709551227,False
31,31,-500.0,500,0.851801859600347,False
32,32,-500.0,500,0.8475428503023453,False
33,33,-500.0,500,0.8433051360508336,False
34,34,-500.0,500,0.8390886103705794,False
35,35,-500.0,500,0.8348931673187264,False
36,36,-500.0,500,0.8307187014821328,False
37,37,-500.0,500,0.8265651079747222,False
38,38,-500.0,500,0.8224322824348486,False
39,39,-500.0,500,0.8183201210226743,False
40,40,-500.0,500,0.8142285204175609,False
41,41,-500.0,500,0.810157377815473,False
42,42,-500.0,500,0.8061065909263957,False
43,43,-500.0,500,0.8020760579717637,False
44,44,-500.0,500,0.798065677681905,False
45,45,-500.0,500,0.7940753492934954,False
46,46,-500.0,500,0.7901049725470279,False
47,47,-500.0,500,0.7861544476842928,False
48,48,-500.0,500,0.7822236754458713,False
49,49,-500.0,500,0.778312557068642,False
50,50,-500.0,500,0.7744209942832988,False
51,51,-500.0,500,0.7705488893118823,False
52,52,-500.0,500,0.7666961448653229,False
53,53,-500.0,500,0.7628626641409962,False
54,54,-500.0,500,0.7590483508202912,False
55,55,-500.0,500,0.7552531090661897,False
56,56,-500.0,500,0.7514768435208588,False
